Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	61	252	merca222	merca241	9500	120	6380	200	3910	320	300	1	250	1	8304	360	352	448	20	124	7	161	7	161	5	161	5	strhirespecial7	10	Lightning Rod	7	60	0	20	20	Spirit Circle	7	30	0	18	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	37	252	merca222	merca241	12000	130	3020	140	1510	200	300	1	250	1	2544	240	160	256	20	73	10	95	10	95	9	95	9	strhirespecial6	10	Lightning Rod	7	60	0	4	20	Spirit Circle	7	1000	0	8	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	61	252	merca222	merca241	12000	130	6380	200	3910	320	300	1	250	1	8304	360	352	448	20	124	7	161	7	161	5	161	5	strhirespecial6	10	Lightning Rod	7	60	0	8	20	Spirit Circle	7	1000	0	16	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	37	252	merca222	merca241	10000	120	3020	140	1510	200	300	1	250	1	2544	240	160	256	20	73	10	95	10	95	9	95	9	strhirespecial5	10	Lightning Rod	7	60	0	7	20	Spirit Circle	7	30	0	9	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	61	252	merca222	merca241	10000	120	6380	200	3910	320	300	1	250	1	8304	360	352	448	20	124	7	161	7	161	5	161	5	strhirespecial5	10	Lightning Rod	7	60	0	11	20	Spirit Circle	7	30	0	17	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Fire-Hell	0	21	359	3	3	61	252	merca222	merca241	21000	130	5740	200	3520	320	300	1	250	1	7476	360	320	416	20	120	7	156	7	156	5	156	5	strhirespecial7	10	Lightning Rod	7	60	0	19	20	Spirit Circle	7	30	0	17	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Cold-Hell	0	22	359	3	3	61	252	merca222	merca241	27000	140	5740	200	3520	320	300	1	250	1	7476	360	320	416	20	120	7	156	7	156	5	156	5	strhirespecial6	10	Lightning Rod	7	60	0	7	20	Spirit Circle	7	1000	0	15	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	61	252	merca222	merca241	21000	130	5740	200	3520	320	300	1	250	1	7476	360	320	432	20	120	7	156	7	156	5	156	5	strhirespecial5	10	Lightning Rod	7	60	0	10	20	Spirit Circle	7	30	0	16	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	15	252	merca222	merca241	1000	110	1600	110	950	180	300	1	250	1	180	144	16	112	20	42	13	55	13	55	10	55	10	strhirespecial7	10	Lightning Rod	7	30	0	6	20	Spirit Circle	7	60	0	4	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	49	252	merca222	merca241	10000	120	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial7	10	Lightning Rod	7	30	0	17	20	Spirit Circle	7	60	0	15	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Fire-Normal	100	15	359	3	1	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial7	10	Lightning Rod	7	30	0	27	20	Spirit Circle	7	60	0	25	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	15	252	merca222	merca241	1500	120	1600	110	950	180	300	1	250	1	180	144	16	112	20	42	13	55	13	55	10	55	10	strhirespecial6	10	Lightning Rod	7	60	0	1	20	Spirit Circle	7	1000	0	2	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	49	252	merca222	merca241	12000	130	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial6	10	Lightning Rod	7	60	0	7	20	Spirit Circle	7	1000	0	13	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Normal	100	16	359	3	1	79	252	merca222	merca241	27000	140	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial6	10	Lightning Rod	7	60	0	22	20	Spirit Circle	7	1000	0	27	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	15	252	merca222	merca241	1000	110	1600	110	950	180	300	1	250	1	180	144	16	112	20	42	13	55	13	55	10	55	10	strhirespecial5	10	Lightning Rod	7	60	0	4	20	Spirit Circle	7	60	0	3	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	49	252	merca222	merca241	10000	120	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial5	10	Lightning Rod	7	60	0	15	20	Spirit Circle	7	60	4	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial5	10	Lightning Rod	7	60	0	25	20	Spirit Circle	7	90	0	24	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	49	252	merca222	merca241	10000	120	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial7	10	Lightning Rod	7	30	0	17	20	Spirit Circle	7	60	0	15	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial7	10	Lightning Rod	7	30	0	27	20	Spirit Circle	7	60	0	25	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	49	252	merca222	merca241	12000	130	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial6	10	Lightning Rod	7	60	0	7	20	Spirit Circle	7	1000	0	13	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	79	252	merca222	merca241	27000	140	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial6	10	Lightning Rod	7	60	0	22	20	Spirit Circle	7	1000	0	27	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	merca222	merca241	10000	120	5340	230	4190	320	300	1	250	1	5076	288	288	384	20	124	10	161	10	161	9	161	9	strhirespecial5	10	Lightning Rod	7	60	0	15	20	Spirit Circle	7	60	4	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial5	10	Lightning Rod	7	60	0	25	20	Spirit Circle	7	90	0	24	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial7	10	Lightning Rod	7	30	0	27	20	Spirit Circle	7	60	0	25	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	27000	140	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial6	10	Lightning Rod	7	60	0	22	20	Spirit Circle	7	1000	0	27	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	21000	130	12240	340	9070	500	300	1	250	1	13716	432	528	624	20	186	8	242	8	242	7	242	7	strhirespecial5	10	Lightning Rod	7	60	0	25	20	Spirit Circle	7	90	0	24	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	
Barbarian	2hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	2880	140	1800	140	300	1	250	1	1800	204	256	320	30	67	10	87	10	87	9	87	9		50	Forcewave	4	15	0	4	20	Holy Sword Strike	4	15	0	3	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	4840	210	2780	400	300	1	250	1	4656	324	432	496	40	97	10	126	10	126	9	126	9		50	Forcewave	4	50	0	9	20	Holy Sword Strike	4	50	0	7	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	11770	350	9380	800	300	1	250	1	15348	444	960	1024	40	167	7	217	7	217	5	217	5		50	Forcewave	4	75	0	20	20	Holy Sword Strike	4	75	0	16	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	2880	140	1800	140	300	1	250	1	1800	204	256	320	30	67	10	87	10	87	9	87	9		50	Forcewave	4	15	0	4	20	Holy Sword Strike	4	15	0	3	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	4840	210	2780	400	300	1	250	1	4656	324	432	496	40	97	10	126	10	126	9	126	9		50	Forcewave	4	50	0	9	20	Holy Sword Strike	4	50	0	7	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	11770	350	9380	800	300	1	250	1	15348	444	960	1024	40	167	7	217	7	217	5	217	5		50	Forcewave	4	75	0	20	20	Holy Sword Strike	4	75	0	16	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	4360	210	2500	400	300	1	250	1	4188	324	400	464	40	94	10	122	10	122	9	122	9		50	Forcewave	4	50	0	8	20	Holy Sword Strike	4	50	0	6	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	11290	350	9100	800	300	1	250	1	14880	444	928	992	40	163	7	212	7	212	5	212	5		50	Forcewave	4	75	0	19	20	Holy Sword Strike	4	75	0	15	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	4360	210	2500	400	300	1	250	1	4188	324	400	464	40	94	10	122	10	122	9	122	9		50	Forcewave	4	50	0	8	20	Holy Sword Strike	4	50	0	6	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	11290	350	9100	800	300	1	250	1	14880	444	928	992	40	163	7	212	7	212	5	212	5		50	Forcewave	4	75	0	19	20	Holy Sword Strike	4	75	0	15	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	10160	350	8190	800	300	1	250	1	13392	444	896	960	40	160	7	208	7	208	5	208	5		50	Forcewave	4	70	0	18	20	Holy Sword Strike	4	70	0	14	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	10160	350	8190	800	300	1	250	1	13392	444	896	960	40	160	7	208	7	208	5	208	5		50	Forcewave	4	70	0	18	20	Holy Sword Strike	4	70	0	14	20	Lightning Speed	4	50	0	5	20																			5	15	2	3000	bar
Barbarian	2hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	4500	190	3000	300	300	1	250	1	1800	240	256	320	30	67	10	87	10	87	9	87	9		50	Forcewave	4	15	0	8	20	Holy Sword Strike	4	15	0	6	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	50	0	18	20	Holy Sword Strike	4	50	0	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	4500	190	3000	300	300	1	250	1	1800	240	256	320	30	67	10	87	10	87	9	87	9		50	Forcewave	4	15	0	8	20	Holy Sword Strike	4	15	0	6	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	50	0	18	20	Holy Sword Strike	4	50	0	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Normal	100	36	560	5	1	28	515	MercX101	MercX167	9000	120	4500	190	3000	300	300	1	250	1	1800	240	256	320	30	67	10	87	10	87	9	87	9		50	Forcewave	4	22	1	2	20	Holy Sword Strike	4	0	0	2	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Normal	100	36	560	5	1	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	29	1	9	20	Holy Sword Strike	4	0	0	8	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Normal	100	36	560	5	1	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	35	1	13	20	Holy Sword Strike	4	0	0	12	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	50	0	18	20	Holy Sword Strike	4	50	0	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	50	0	18	20	Holy Sword Strike	4	50	0	14	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	58	515	MercX101	MercX167	18000	130	10200	300	7750	500	300	1	250	1	9000	420	624	688	40	131	10	170	10	170	9	170	9		50	Forcewave	4	29	1	9	20	Holy Sword Strike	4	0	0	8	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	35	1	13	20	Holy Sword Strike	4	0	0	12	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	2hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	75	0	25	20	Holy Sword Strike	4	75	0	20	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
Barbarian	1hs-Hell	100	38	560	5	3	80	515	MercX101	MercX167	32000	140	16800	450	13320	700	300	1	250	1	18240	540	976	1040	40	178	7	231	7	231	5	231	5		50	Forcewave	4	35	1	13	20	Holy Sword Strike	4	0	0	12	20	Lightning Speed	4	50	0	5	20																			1	15	2	3000	bar
