index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
750	l23	..\..\_Tenebris_UI/Items/legendary_rune						
751	l24	..\..\_Tenebris_UI/Items/legendary_rune						
752	l25	..\..\_Tenebris_UI/Items/legendary_rune						
753	l26	..\..\_Tenebris_UI/Items/legendary_rune						
754	l27	..\..\_Tenebris_UI/Items/legendary_rune						
755	l28	..\..\_Tenebris_UI/Items/legendary_rune						
756	l29	..\..\_Tenebris_UI/Items/legendary_rune						
757	l30	..\..\_Tenebris_UI/Items/legendary_rune						
758	l31	..\..\_Tenebris_UI/Items/legendary_rune						
759	l32	..\..\_Tenebris_UI/Items/legendary_rune						
760	l33	..\..\_Tenebris_UI/Items/legendary_rune						
761	l34	..\..\_Tenebris_UI/Items/legendary_rune						
762	l35	..\..\_Tenebris_UI/Items/legendary_rune						
763	l36	..\..\_Tenebris_UI/Items/legendary_rune						
764	l37	..\..\_Tenebris_UI/Items/legendary_rune						
765	l38	..\..\_Tenebris_UI/Items/legendary_rune						
766	l39	..\..\_Tenebris_UI/Items/legendary_rune						
767	l40	..\..\_Tenebris_UI/Items/legendary_rune						
768	uw1	spear/maiden_pike						
769	hes	belt/girdle_h						
770	blr	..\..\_Tenebris_UI/Items/legendary_rune						
771	glh	hammer/great_maul						
772	kop	..\..\_Tenebris_UI/Items/key_of_potential						
773	sts	staff/long_staff						
774	obz	orb/dragon_stone						
775	oot	..\..\_Tenebris_UI/Items/orb_of_transmutation						
776	ooa	..\..\_Tenebris_UI/Items/orb_of_augmentation						
777	100	..\..\_Tenebris_UI/Items/orb_of_augmentation						
778	101	..\..\_Tenebris_UI/Items/orb_of_augmentation						
779	102	..\..\_Tenebris_UI/Items/orb_of_augmentation						
780	103	..\..\_Tenebris_UI/Items/orb_of_augmentation						
781	104	..\..\_Tenebris_UI/Items/orb_of_augmentation						
782	105	..\..\_Tenebris_UI/Items/orb_of_augmentation						
783	106	..\..\_Tenebris_UI/Items/orb_of_augmentation						
784	107	..\..\_Tenebris_UI/Items/orb_of_augmentation						
785	108	..\..\_Tenebris_UI/Items/orb_of_augmentation						
786	109	..\..\_Tenebris_UI/Items/orb_of_augmentation						
787	110	..\..\_Tenebris_UI/Items/orb_of_augmentation						
788	111	..\..\_Tenebris_UI/Items/orb_of_augmentation						
789	112	..\..\_Tenebris_UI/Items/orb_of_augmentation						
790	113	..\..\_Tenebris_UI/Items/orb_of_augmentation						
791	114	..\..\_Tenebris_UI/Items/orb_of_augmentation						
792	115	..\..\_Tenebris_UI/Items/orb_of_augmentation						
793	116	..\..\_Tenebris_UI/Items/orb_of_augmentation						
794	117	..\..\_Tenebris_UI/Items/orb_of_augmentation						
795	118	..\..\_Tenebris_UI/Items/orb_of_augmentation						
796	119	..\..\_Tenebris_UI/Items/orb_of_augmentation						
797	120	..\..\_Tenebris_UI/Items/orb_of_augmentation						
798	121	..\..\_Tenebris_UI/Items/orb_of_augmentation						
799	122	..\..\_Tenebris_UI/Items/orb_of_augmentation						
800	123	..\..\_Tenebris_UI/Items/orb_of_augmentation						
801	124	..\..\_Tenebris_UI/Items/orb_of_augmentation						
802	125	..\..\_Tenebris_UI/Items/orb_of_augmentation						
803	126	..\..\_Tenebris_UI/Items/orb_of_augmentation						
804	127	..\..\_Tenebris_UI/Items/orb_of_augmentation						
805	128	..\..\_Tenebris_UI/Items/orb_of_augmentation						
806	129	..\..\_Tenebris_UI/Items/orb_of_augmentation						
807	130	..\..\_Tenebris_UI/Items/orb_of_augmentation						
808	131	..\..\_Tenebris_UI/Items/orb_of_augmentation						
809	132	..\..\_Tenebris_UI/Items/orb_of_augmentation						
810	133	..\..\_Tenebris_UI/Items/orb_of_augmentation						
811	134	..\..\_Tenebris_UI/Items/orb_of_augmentation						
812	135	..\..\_Tenebris_UI/Items/orb_of_augmentation						
813	136	..\..\_Tenebris_UI/Items/orb_of_augmentation						
814	137	..\..\_Tenebris_UI/Items/orb_of_augmentation						
815	138	..\..\_Tenebris_UI/Items/orb_of_augmentation						
816	139	..\..\_Tenebris_UI/Items/orb_of_augmentation						
817	140	..\..\_Tenebris_UI/Items/orb_of_augmentation						
818	141	..\..\_Tenebris_UI/Items/orb_of_augmentation						
819	142	..\..\_Tenebris_UI/Items/orb_of_augmentation						
820	143	..\..\_Tenebris_UI/Items/orb_of_augmentation						
821	144	..\..\_Tenebris_UI/Items/orb_of_augmentation						
822	145	..\..\_Tenebris_UI/Items/orb_of_augmentation						
823	146	..\..\_Tenebris_UI/Items/orb_of_augmentation						
824	147	..\..\_Tenebris_UI/Items/orb_of_augmentation						
825	uoa	..\..\_Tenebris_UI/Items/unidentified_orb_of_augmentation						
826	rgo	..\..\_Tenebris_UI/Items/regal_orb						
827	jwo	..\..\_Tenebris_UI/Items/jewelers_orb						
828	cha	..\..\_Tenebris_UI/Items/chest_of_adventuring						
829	val	..\..\_Tenebris_UI/Items/baal_orb						
830	150	..\..\_Tenebris_UI/Items/baal_orb						
831	151	..\..\_Tenebris_UI/Items/baal_orb						
832	152	..\..\_Tenebris_UI/Items/baal_orb						
833	153	..\..\_Tenebris_UI/Items/baal_orb						
834	154	..\..\_Tenebris_UI/Items/baal_orb						
835	155	..\..\_Tenebris_UI/Items/baal_orb						
836	156	..\..\_Tenebris_UI/Items/baal_orb						
837	157	..\..\_Tenebris_UI/Items/baal_orb						
838	158	..\..\_Tenebris_UI/Items/baal_orb						
839	159	..\..\_Tenebris_UI/Items/baal_orb						
840	160	..\..\_Tenebris_UI/Items/baal_orb						
841	161	..\..\_Tenebris_UI/Items/baal_orb						
842	162	..\..\_Tenebris_UI/Items/baal_orb						
843	163	..\..\_Tenebris_UI/Items/baal_orb						
844	164	..\..\_Tenebris_UI/Items/baal_orb						
845	165	..\..\_Tenebris_UI/Items/baal_orb						
846	166	..\..\_Tenebris_UI/Items/baal_orb						
847	167	..\..\_Tenebris_UI/Items/baal_orb						
848	168	..\..\_Tenebris_UI/Items/baal_orb						
849	169	..\..\_Tenebris_UI/Items/baal_orb						
850	170	..\..\_Tenebris_UI/Items/baal_orb						
851	171	..\..\_Tenebris_UI/Items/baal_orb						
852	172	..\..\_Tenebris_UI/Items/baal_orb						
853	173	..\..\_Tenebris_UI/Items/baal_orb						
854	174	..\..\_Tenebris_UI/Items/baal_orb						
855	175	..\..\_Tenebris_UI/Items/baal_orb						
856	176	..\..\_Tenebris_UI/Items/baal_orb						
857	177	..\..\_Tenebris_UI/Items/baal_orb						
858	sou	shield/spiked_shield						
859	dvo	..\..\_Tenebris_UI/Items/divine_orb						
860	cup	..\..\_Tenebris_UI/Items/corruption_stone						
861	kob	..\..\_Tenebris_UI/Items/key_of_belial						
862	hhm	..\..\_Tenebris_UI/Items/unidentified_hell_map						
863	205	..\..\_Tenebris_UI/Items/hell_map						
864	206	..\..\_Tenebris_UI/Items/hell_map						
865	207	..\..\_Tenebris_UI/Items/hell_map						
866	208	..\..\_Tenebris_UI/Items/hell_map						
867	209	..\..\_Tenebris_UI/Items/hell_map						
868	210	..\..\_Tenebris_UI/Items/hell_map						
869	211	..\..\_Tenebris_UI/Items/hell_map						
870	212	..\..\_Tenebris_UI/Items/hell_map						
871	213	..\..\_Tenebris_UI/Items/hell_map						
872	214	..\..\_Tenebris_UI/Items/hell_map						
873	215	..\..\_Tenebris_UI/Items/hell_map						
874	216	..\..\_Tenebris_UI/Items/hell_map						
875	217	..\..\_Tenebris_UI/Items/hell_map						
876	218	..\..\_Tenebris_UI/Items/hell_map						
877	219	..\..\_Tenebris_UI/Items/hell_map						
878	220	..\..\_Tenebris_UI/Items/hell_map						
879	221	..\..\_Tenebris_UI/Items/hell_map						
880	222	..\..\_Tenebris_UI/Items/hell_map						
881	223	..\..\_Tenebris_UI/Items/hell_map						
882	224	..\..\_Tenebris_UI/Items/hell_map						
883	225	..\..\_Tenebris_UI/Items/hell_map						
884	226	..\..\_Tenebris_UI/Items/hell_map						
885	227	..\..\_Tenebris_UI/Items/hell_map						
886	228	..\..\_Tenebris_UI/Items/hell_map						
887	229	..\..\_Tenebris_UI/Items/hell_map						
888	230	..\..\_Tenebris_UI/Items/hell_map						
889	231	..\..\_Tenebris_UI/Items/hell_map						
890	232	..\..\_Tenebris_UI/Items/hell_map						
891	233	..\..\_Tenebris_UI/Items/hell_map						
892	234	..\..\_Tenebris_UI/Items/hell_map						
893	235	..\..\_Tenebris_UI/Items/hell_map						
894	236	..\..\_Tenebris_UI/Items/hell_map						
895	237	..\..\_Tenebris_UI/Items/hell_map						
896	238	..\..\_Tenebris_UI/Items/hell_map						
897	239	..\..\_Tenebris_UI/Items/hell_map						
898	240	..\..\_Tenebris_UI/Items/hell_map						
899	241	..\..\_Tenebris_UI/Items/hell_map						
900	242	..\..\_Tenebris_UI/Items/hell_map						
901	243	..\..\_Tenebris_UI/Items/hell_map						
902	244	..\..\_Tenebris_UI/Items/hell_map						
903	245	..\..\_Tenebris_UI/Items/hell_map						
904	246	..\..\_Tenebris_UI/Items/hell_map						
905	247	..\..\_Tenebris_UI/Items/hell_map						
906	248	..\..\_Tenebris_UI/Items/hell_map						
907	ulx	gem/unidentified_elixir						
908	plx	gem/physical_elixir						
909	pxx	gem/poison_elixir						
910	ltx	gem/lightning_elixir						
911	flx	gem/fire_elixir						
912	clx	gem/cold_elixir						
913	mgx	gem/magic_elixir						
914	llx	gem/lucky_elixir						
915	uic	..\..\_Tenebris_UI/Items/unidentified_catalyst						
916	civerbs_ward		shield/stormguild	shield/stormguild	shield/stormguild			
917	civerbs_icon		amulet/amulet	amulet/amulet	amulet/amulet			
918	civerbs_cudgel		scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter			
919	hsarus_iron_heel		boot/chain_boots	boot/chain_boots	boot/chain_boots			
920	hsarus_iron_fist		shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata			
921	hsarus_iron_stay		belt/belt_m	belt/belt_m	belt/belt_m			
922	cleglaws_tooth		sword/hellplague	sword/hellplague	sword/hellplague			
923	cleglaws_claw		shield/umbral_disk	shield/umbral_disk	shield/umbral_disk			
924	cleglaws_pincers		glove/bracers_m	glove/bracers_m	glove/bracers_m			
925	irathas_collar		amulet/amulet	amulet/amulet	amulet/amulet			
926	irathas_cuff		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
927	irathas_coil		helmet/crown	helmet/crown	helmet/crown			
928	irathas_cord		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
929	isenharts_lightbrand		sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge			
930	isenharts_parry		shield/the_ward	shield/the_ward	shield/the_ward			
931	isenharts_case		armor/breast_plate	armor/breast_plate	armor/breast_plate			
932	isenharts_horns		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
933	vidalas_barb		bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow			
934	vidalas_fetlock		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
935	vidalas_ambush		armor/leather_armor	armor/leather_armor	armor/leather_armor			
936	vidalas_snare		amulet/amulet	amulet/amulet	amulet/amulet			
937	milabregas_orb		shield/steelclash	shield/steelclash	shield/steelclash			
938	milabregas_rod		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
939	milabregas_diadem		helmet/crown	helmet/crown	helmet/crown			
940	milabregas_robe		armor/victors_silk	armor/victors_silk	armor/victors_silk			
941	cathans_rule		staff/battle_staff	staff/battle_staff	staff/battle_staff			
942	cathans_mesh		armor/chain_mail	armor/chain_mail	armor/chain_mail			
943	cathans_visage		helmet/mask	helmet/mask	helmet/mask			
944	cathans_sigil		amulet/amulet	amulet/amulet	amulet/amulet			
945	cathans_seal		ring/ring	ring/ring	ring/ring			
946	tancreds_crowbill		axe/mindrend	axe/mindrend	axe/mindrend			
947	tancreds_spine		armor/goldskin	armor/goldskin	armor/goldskin			
948	tancreds_hobnails		boot/leather_boots	boot/leather_boots	boot/leather_boots			
949	tancreds_weird		amulet/amulet	amulet/amulet	amulet/amulet			
950	tancreds_skull		helmet/wormskull	helmet/wormskull	helmet/wormskull			
951	sigons_gage		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
952	sigons_visor		helmet/great_helm	helmet/great_helm	helmet/great_helm			
953	sigons_shelter		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
954	sigons_sabot		boot/plate_boots	boot/plate_boots	boot/plate_boots			
955	sigons_wrap		belt/girdle_h	belt/girdle_h	belt/girdle_h			
956	sigons_guard		shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep			
957	infernal_cranium		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
958	infernal_torch		wand/grim_wand	wand/grim_wand	wand/grim_wand			
959	infernal_sign		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
960	berserkers_headgear		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
961	berserkers_hauberk		armor/splint_mail	armor/splint_mail	armor/splint_mail			
962	berserkers_hatchet		axe/double_axe	axe/double_axe	axe/double_axe			
963	deaths_hand		glove/gloves_l	glove/gloves_l	glove/gloves_l			
964	deaths_guard		belt/sash_l	belt/sash_l	belt/sash_l			
965	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
966	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
967	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
968	angelic_halo		ring/ring	ring/ring	ring/ring			
969	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
970	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
971	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
972	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
973	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
974	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
975	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
976	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
977	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
978	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
979	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
980	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
981	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
982	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
983	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
984	aldurs_gauntlet		mace/bloodrise	mace/bloodrise	mace/bloodrise			
985	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
986	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
987	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
988	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
989	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
990	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
991	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
992	tal_rashas_fire_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
993	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
994	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
995	tal_rashas_howling_wind		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
996	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
997	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
998	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
999	griswoldss_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
1000	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
1001	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
1002	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
1003	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
1004	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
1005	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
1006	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
1007	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
1008	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
1009	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
1010	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
1011	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
1012	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
1013	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
1014	spiritual_custodian		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
1015	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
1016	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
1017	heavens_taebaek		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
1018	haemosus_adament		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
1019	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
1020	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
1021	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
1022	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
1023	wihtstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
1024	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
1025	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
1026	hwanins_seal		belt/belt_m	belt/belt_m	belt/belt_m			
1027	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
1028	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
1029	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
1030	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
1031	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
1032	bul_kathos_tribal_guardian		sword/war_sword	sword/war_sword	sword/war_sword			
1033	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
1034	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
1035	cow_kings_hoofs		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
1036	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
1037	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
1038	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
1039	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
1040	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
1041	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
1042	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
1043	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1044	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
1045	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
1046	mindrend					axe/mindrend	axe/mindrend	axe/mindrend
1047	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
1048	fechmars_axe					axe/large_axe	axe/large_axe	axe/large_axe
1049	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1050	the_chieftan					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
1051	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
1052	the_humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
1053	iros_torch					wand/iros_torch	wand/iros_torch	wand/iros_torch
1054	maelstromwrath					wand/yew_wand	wand/yew_wand	wand/yew_wand
1055	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
1056	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
1057	felloak					club/felloak	club/felloak	club/felloak
1058	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
1059	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1060	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1061	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
1062	crushflange					mace/mace	mace/mace	mace/mace
1063	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
1064	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
1065	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1066	bonesob					hammer/bonesob	hammer/bonesob	hammer/bonesob
1067	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
1068	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
1069	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1070	krintizs_skewer					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
1071	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
1072	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
1073	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
1074	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
1075	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
1076	soulflay					sword/claymore	sword/claymore	sword/claymore
1077	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1078	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
1079	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
1080	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1081	gull					knife/dagger	knife/dagger	knife/dagger
1082	the_diggler					knife/dirk	knife/dirk	knife/dirk
1083	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1084	irices_shard					knife/blade	knife/stormspike	knife/blade
1085	the_dragon_chang					spear/spear	spear/spear	spear/spear
1086	razortine					spear/razortine	spear/razortine	spear/razortine
1087	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
1088	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
1089	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
1090	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
1091	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
1092	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
1093	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1094	woestave					polearm/halberd	polearm/halberd	polearm/halberd
1095	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1096	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
1097	serpent_lord					staff/long_staff	staff/long_staff	staff/long_staff
1098	lazarus_spire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1099	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
1100	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
1101	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
1102	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1103	rimeraven					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1104	piercerib					bow/piercerib	bow/piercerib	bow/piercerib
1105	pullspite					bow/pullspite	bow/pullspite	bow/pullspite
1106	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1107	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
1108	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1109	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
1110	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
1111	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
1112	doomspittle					bow/doomspittle	bow/doomspittle	bow/doomspittle
1113	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
1114	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
1115	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1116	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1117	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
1118	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
1119	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
1120	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
1121	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1122	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
1123	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1124	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
1125	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
1126	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
1127	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
1128	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
1129	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
1130	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
1131	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
1132	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1133	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
1134	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
1135	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
1136	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1137	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1138	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
1139	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1140	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1141	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
1142	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1143	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
1144	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
1145	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1146	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
1147	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1148	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1149	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
1150	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1151	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
1152	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1153	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
