Name	version	*order	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Lizard's	100	286	1	1	10		6				5	115	res-pois		9	16										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Lizard's	100	287	1	1	19		6				5	115	red-dmg		7	14										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Snake's	100	288	1		28		6				5	115	res-pois-len		12	20										armo	shld	amul	ring	lcha	jewl							0	0
Snake's	100	289	1	1	37		6				5	115	att%		23	55										weap	glov	ring	amul	misl	belt	lcha						0	0
Snake's	100	290	1	1	1		1				5	115	res-pois		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Serpent's	100	291	1	1	55		25				5	115	oskill	Mind Blast	1	2	all-stats		4	4						boot	glov	amul	ring	lcha								0	0
Serpent's	100	292	1	1	60		40				5	115	hp%		1	4										armo	ring	amul	jewl									0	0
Serpent's	100	293	1	1	70		60				5	115	dmg-ltng		400	500										weap	ring	amul	glov									0	0
Lizard's	100	294	1	1	1		1				5	115	res-cold		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Lizard's	100	295	1	1	13		6				5	115	enr		7	14										weap	glov	ring	amul	misl	belt	lcha						0	0
Lizard's	100	296	1		25		6				5	115	lifesteal		3	4										weap	glov	ring	amul	misl	belt	lcha						0	0
Snake's	100	297	1	1	37		6				5	115	swing1		16	28										weap	glov	ring	amul	misl	belt	lcha						0	0
Snake's	100	298	1	1	49		14				5	115	dmg-min		10	14										mcha	glov	ring	amul	weap								0	0
Serpent's	100	299	1	1	60		40				5	115	enr%		2	5										armo	ring	amul	jewl									0	0
Serpent's	100	300	1	1	70		60				5	115	hp		150	200										weap	ring	amul	glov									0	0
Lizard's	100	301	1	1	70		60				5	115	mana		300	400									dred	weap	ring	amul	glov									0	0
Lizard's	100	302	1		24		6				5	115	reduce-ac		9	17										weap	glov	ring	amul	misl	belt	lcha						0	0
Snake's	100	303	1	1	48		14				5	115	dmg-fire		100	360										mcha	glov	ring	amul	weap								0	0
Serpent's	100	304	1	1	70		60				5	115	hp		150	200										weap	ring	amul	glov									0	0
Lizard's	100	305	1	1	4		6				5	115	vit		5	11										weap	glov	ring	amul	misl	belt	lcha						0	0
Snake's	100	306	1	1	9		6				5	115	res-fire		9	16										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Serpent's	100	307	1	1	21		6				5	115	res-pois-len		7	11										armo	shld	amul	ring	lcha	jewl							0	0
Serpent's	100	308	1	1	55		25				5	115	oskill	Poison Vials	1	2	all-stats		4	4																		0	0
Drake's	100	309	1	1	50		14				5	115	dmg-max		41	59										weap	ring	amul	glov	lcha								0	0
Dragon's	100	310	1	1	36		6				5	115	res-pois-len		10	17										armo	shld	amul	ring	lcha	jewl							0	0
Dragon's	100	311	1	1	70		60				5	115	res-ltng		10	15										mcha	jewl	misl										0	0
Wyrm's	100	312	1	1	60		40				5	115	skilltab	27	1	2									cblu	weap	ring	amul	glov									0	0
Great Wyrm's	100	313	0	1	55		25				5	115																										0	0
Bahamut's	100	314	1	1	60		40				5	115	all-stats		10	15									cblu	weap	ring	amul	glov									0	0
Zircon	100	315	1	1	4		6				5	115	dex		5	11										weap	glov	ring	amul	misl	belt	lcha						0	0
Jacinth	100	316	1		25		6				5	115	manasteal		3	4										weap	glov	ring	amul	misl	belt	lcha						0	0
Turquoise	100	317	1	1	43		14				5	115	res-cold		21	36										armo	shld	amul	ring	lcha	jewl								
Shimmering	100	318	1	1	12		6				5	116	dmg-ltng		13	78										weap	glov	ring	amul	misl	belt	lcha						1280	500
Shimmering	100	319	1		21	51	6				5	116	dmg-fire		23	136										weap	glov	ring	amul	misl	belt	lcha						1280	1500
Shimmering	100	320	1	1	52		25				5	116	res-ltng		4	8									lgld	mcha												1280	5000
Shimmering	100	321	1		25	49	6				5	116	mag%		3	4										weap	glov	ring	amul	misl	belt	lcha						1280	1500
Shimmering	100	322	1	1	51		25				5	116	dmg-ltng		41	292										weap	ring	amul	glov	lcha								1280	5000
Shimmering	100	323	1	1	49		14				5	116	dmg-cold		100	360										mcha	glov	ring	amul	weap								1280	10000
Shimmering	100	324	1	1	9		6				5	116	extra-ltng		2	4	dmg-ltng		10	20						scha	mcha	jewl				jewl						1280	500
Rainbow	100	325	1		27		6				5	116	balance1		9	17										armo	shld	amul	ring	lcha	jewl							1280	2000
Scintillating	100	326	1	1	42		14				5	116	light		12	17										scha	mcha	jewl										1280	4000
Prismatic	100	327	1	1	50		14				5	116	att%		45	108									lpur	weap	ring	amul	glov									1280	8000
Chromatic	100	328	1	1	70		60				5	116	res-pois		10	15										mcha	jewl	misl										1280	16000
Shimmering	100	329	1	1	12		6				5	116	dmg-min		10	12	dmg-max		14	14						weap	glov	ring	amul	misl	belt	lcha						1280	3000
Rainbow	100	330	1	1	31		6				5	116	extra-pois		4	7										scha	mcha	jewl										1280	6000
Scintillating	100	331	1	1	1		1				5	116	extra-cold		2	4	dmg-cold		10	20						scha	mcha	jewl										1280	12000
Prismatic	100	332	1	1	60		40				5	116	red-mag		22	48									lpur	armo	ring	amul	jewl									1280	24000
Chromatic	100	333	1	1	70		60				5	116	dmg-ltng		50	300										mcha	jewl	misl										1280	32000
Shimmering	100	334	1	1	60		40				5	116	res-fire		28	34									lpur	armo	ring	amul	jewl									1280	4000
Rainbow	100	335	1	1	70		60				5	116	dmg%		80	90										mcha	jewl	misl										1280	8000
Scintillating	100	336	1	1	1		1				5	116	extra-pois		2	4										scha	mcha	jewl										1280	16000
Shimmering	100	337	1		24		6				5	116	cast1		17	28										weap	glov	ring	amul	misl	belt	lcha						1280	3000
Scintillating	100	338	1	1	51		25				5	116	dmg-mag		41	292										weap	ring	amul	glov	lcha								1280	8000
Azure	100	339	1	1	1		1				5	117	extra-fire		2	4	dmg-fire		10	20						scha	mcha	jewl										0	0
Lapis	100	340	1	1	1		1				5	117	light		5	7										scha	mcha	jewl										0	0
Cobalt	100	341	1	1	30		6				5	117	manasteal		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Sapphire	100	342	1	1	45		14				5	117	manasteal		2	6										mcha	boot	ring	amul	tors								0	0
Azure	100	343	1	1	1		1				5	117	regen-mana		6	10										scha	mcha	jewl										0	0
Lapis	100	344	1		24		6				5	117	prop-dmgtounholy		23	32										weap	glov	ring	amul	misl	belt	lcha						0	0
Cobalt	100	345	1	1	37		6				5	117	dmg-fire		23	138										weap	glov	ring	amul	misl	belt	lcha						0	0
Sapphire	100	346	1	1	52		25				5	117	manasteal		1	2									lgld	weap	ring	amul	glov	lcha								0	0
Azure	100	347	1	1	1		1				5	117	extra-ltng		2	4	dmg-ltng		10	20						scha	mcha	jewl										0	0
Lapis	100	348	1		21		6				5	117	dmg-cold		23	136										weap	glov	ring	amul	misl	belt	lcha						0	0
Cobalt	100	349	1	1	40		18				5	117	regen-mana		14	22										scha	mcha	jewl										0	0
Sapphire	100	350	1	1	60		40				5	117	skilltab	8	1	2									lblu	weap	ring	amul	glov									0	0
Azure	100	351	1	1	7		6				5	117	extra-fire		2	4	dmg-fire		10	20						scha	mcha	jewl				jewl						0	0
Lapis	100	352	1	1	18		6				5	117	extra-cold		3	5	dmg-cold		13	26						scha	mcha	jewl				jewl						0	0
Lapis	100	353	1	1	52		25				5	117	res-pois		4	8										mcha												0	0
Cobalt	100	354	1		27		6				5	117	extra-cold		5	10	dmg-cold		23	45						scha	mcha	jewl										0	0
Cobalt	100	355	1	1	70		60				5	117	mag%		15	20										mcha	jewl	misl										0	0
Sapphire	100	356	1	1	37		6				5	117	prop-dmgtoholy		23	34										weap	glov	ring	amul	misl	belt	lcha						0	0
Lapis Lazuli	100	357	1	1	3		6				5	117	dmg-ltng		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Sapphire	100	358	1		28		6				5	117	ac%		17	22										armo	shld	amul	ring	lcha	jewl							0	0
Crimson	100	359	1	1	1		1				5	118	mag%		5	7	gold%		3	4						scha	mcha	jewl										0	0
Russet	100	360	1	1	15		6				5	118	reduce-ac		5	10										weap	glov	ring	amul	misl	belt	lcha						0	0
Garnet	100	361	1	1	30		6				5	118	vit		10	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Ruby	100	362	1	1	45		14				5	118	balance1		10	14										mcha	boot	ring	amul	tors								0	0
Crimson	100	363	1	1	1		1				5	118	res-fire		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Russet	100	364	1		24		6				5	118	mana		12	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Garnet	100	365	1	1	37		6				5	118	enr		12	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Ruby	100	366	1	1	52		25				5	118	dmg-cold		41	292										weap	ring	amul	glov	lcha								0	0
Crimson	100	367	1	1	1		1				5	118	res-ltng		9	16										armo	shld	amul	ring	lcha	jewl							0	0
Russet	100	368	1		21		6				5	118	dmg%		113	162										weap	glov	ring	amul	misl	belt	lcha						0	0
Garnet	100	369	1	1	40		18				5	118	res-all		5	11	enr		5	9						scha	mcha	jewl										0	0
Ruby	100	370	1	1	60		40				5	118	dmg-ac		14	18										weap	ring	amul	glov									0	0
Russet	100	371	1	1	18		6				5	118	move2		4	6	dex		3	5						scha	mcha	jewl				jewl						0	0
Russet	100	372	1	1	52		25				5	118	ac		81	107										mcha												0	0
Garnet	100	373	1		27		6				5	118	extra-ltng		5	10	dmg-ltng		23	45						scha	mcha	jewl				lcha						0	0
Garnet	100	374	1	1	70		60				5	118	mana		300	400										weap	ring	amul	glov									0	0
Ruby	100	375	1	1	37		6				5	118	mana		12	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Garnet	100	376	1	1	3		6				5	117	dmg-mag		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Ruby	100	377	1		27		6				5	117	ac		68	108										armo	shld	amul	ring	lcha	jewl	mcha						0	0
Tangerine	100	378	1	1	1		1				5	119	lifesteal		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Ocher	100	379	1	1	15		6				5	119	lifesteal		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Coral	100	380	1	1	30		6				5	119	dmg-ltng		20	120										weap	glov	ring	amul	misl	belt	lcha						0	0
Amber	100	381	1	1	45		14				5	119	res-pois-len		12	19										armo	shld	amul	ring	lcha	jewl							0	0
Tangerine	100	382	1	1	1		1				5	119	manasteal		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Ocher	100	383	1		24		6				5	119	att%		23	54										weap	glov	ring	amul	misl	belt	lcha						0	0
Coral	100	384	1	1	37		6				5	119	prop-dmgtounholy		23	34										weap	glov	ring	amul	misl	belt	lcha						0	0
Amber	100	385	1	1	52		25				5	119	lifesteal		1	6										weap	ring	amul	glov	lcha								0	0
Tangerine	100	386	1	1	1		1				5	119	regen-mana		6	10										weap	glov	ring	amul	misl	belt	lcha						0	0
Ocher	100	387	1		21		6				5	119	att		113	216										weap	glov	ring	amul	misl	belt	lcha						0	0
Coral	100	388	1	1	40		6				5	119	manasteal		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Amber	100	389	1	1	60		40				5	119	sor		1	1									lyel	weap	ring	amul	glov									0	0
Tangerine	100	390	1	1	1		1				5	119	mag%		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Ocher	100	391	1	1	60		40				5	119	dmg-mag		360	450										weap	ring	amul	glov									0	0
Ocher	100	392	1	1	1		1				5	119	gold%		7	11										weap	glov	ring	amul	misl	belt	lcha						0	0
Coral	100	393	1		27		6				5	119	res-pois		21	36										armo	shld	amul	ring	lcha	jewl	xboq						0	0
Coral	100	394	1	1	70		60				5	119	dmg-cold		400	500										weap	ring	amul	glov									0	0
Amber	100	395	1	1	37		6				5	119	reduce-ac		9	17										weap	glov	ring	amul	misl	belt	lcha						0	0
Camphor	100	396	1	1	3		6				5	117	dmg-fire		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Ambergris	100	397	1		28		6				5	117	ac%		7	30									lyel	jewl	ring	amul	orb	circ	bowq	xboq						0	0
Beryl	100	398	1	1	1		1				5	120	balance1		4	7										armo	shld	amul	ring	lcha	jewl							0	0
Viridian	100	399	1	1	15		6				5	120	mag%		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Jade	100	400	1	1	30		6				5	120	dmg-mag		20	120										weap	glov	ring	amul	misl	belt	lcha						0	0
Emerald	100	401	1	1	45		14				5	120	red-dmg%		2	2										armo	shld	amul	ring	lcha	jewl							0	0
Beryl	100	402	1	1	1		1				5	120	mana		5	10										weap	glov	ring	amul	misl	belt	lcha						0	0
Viridian	100	403	1		24		6				5	120	gold%		17	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Jade	100	404	1	1	37		6				5	120	mana-kill		12	28										weap	glov	ring	amul	misl	belt	lcha						0	0
Emerald	100	405	1	1	52		25				5	120	ac%		4	10										mcha												0	0
Beryl	100	406	1	1	1		1				5	120	red-dmg		5	11										armo	shld	amul	ring	lcha	jewl							0	0
Viridian	100	407	1		21		6				5	120	dmg-min		18	22	dmg-max		26	26						weap	glov	ring	amul	misl	belt	lcha						0	0
Jade	100	408	1	1	40		14				5	120	move2		7	11	dex		5	9						scha	mcha	jewl										0	0
Emerald	100	409	1	1	60		40				5	120	str%		2	3									cgrn	weap	ring	amul	glov									0	0
Beryl	100	410	1	1	7		6				5	120	extra-pois		2	4										scha	mcha	jewl				jewl						0	0
Viridian	100	411	1	1	18		6				5	120	res-all		3	6	enr		3	5						scha	mcha	jewl				jewl						0	0
Viridian	100	412	1	1	60		40				5	120	ac		180	198										weap	ring	amul	glov									0	0
Jade	100	413	1		27		6				5	120	res-mag		5	10										armo	shld	amul	ring	lcha	jewl							0	0
Jade	100	414	1	1	70		60				5	120	hp		75	100										mcha	jewl	misl										0	0
Emerald	100	415	1	1	37		6				5	120	cast1		16	28										weap	glov	ring	amul	misl	belt	lcha						0	0
Beryl	100	416	1	1	3		6				5	117	dmg-cold		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Jade	100	417	1		28		6				5	117	red-dmg%		3	4										armo	shld	amul	ring	lcha	jewl							0	0
Triumphant	100	418	1	1	4		6				5	121	str		5	11										weap	glov	ring	amul	misl	belt	lcha						0	0
Victorious	100	419	1		25		6				5	121	mag%		12	17	gold%		8	9						scha	mcha	jewl										0	0
Aureolin	100	420	1	1	33		6				5	121	res-pois		18	31										armo	shld	amul	ring	lcha	jewl							0	0
Mechanist's	100	421	1	1	15		6				5	122	hp		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Artificer's	100	422	1	1	49		14				5	122	dmg%		100	360										weap	glov	ring	amul									0	0
Jeweler's	100	423	1	1	70		60				5	122	bar		1	1										weap	ring	amul	glov									0	0
Assamic	100	424	1	1	4		6				5	123	swing1		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Arcadian	100	425	1	1	1		1				5	123	extra-pois		2	4										scha	mcha	jewl										0	0
Unearthly	100	426	1	1	37		6				5	123	str		12	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Astral	100	427	1	1	70		60				5	123	dmg-fire		50	300										mcha	jewl	misl										0	0
Elysian	100	428	1	1	60		40				5	123	res-fire		10	15	res-cold		10	15					dgld	armor	lcha											0	0
Celestial	100	429	1	1	70		60				5	123	dmg-mag		50	300										mcha	jewl	misl										0	0
Diamond	100	430	1	1	39		6				5	123	mag%		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Fletcher's	100	431	1		70		60				5	125	res-cold		50	70										armo	ring	amul	misl									0	0
Acrobat's	100	432	1		70		60				5	125	res-fire		50	70										armo	ring	amul	misl									0	0
Harpoonist's	100	433	1		70		60				5	125	res-pois		50	70										armo	ring	amul	misl									0	0
Fletcher's	100	434	1	1	30		6				5	125	dmg%		100	144										weap	glov	ring	amul	misl	belt	lcha						0	0
Bowyer's	100	435	1	1	60		40				5	125	manasteal		1	2									lgld	weap	ring	amul	glov									0	0
Archer's	100	436	1		70		60				5	125	res-ltng		50	70										armo	ring	amul	misl									0	0
Acrobat's	100	437	1	1	30		6				5	125	dex		10	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Gymnast's	100	438	1	1	60		40				5	125	mag%		5	9									lgld	weap	ring	amul	glov									0	0
Athlete's	100	439	1		70		60				5	125	hp%		2	7										armo	ring	amul	misl									0	0
Harpoonist's	100	440	1	1	30		6				5	125	enr		10	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Spearmaiden's	100	441	1	1	60		40				5	125	mag%		5	9									lgld	weap	ring	amul	glov									0	0
Lancer's	100	442	1		70		60				5	125	hp		100	263										armo	ring	amul	misl									0	0
Burning	100	443	1		70		60				5	125	enr		30	70										armo	ring	amul	misl									0	0
Sparking	100	444	1		70		60				5	125	dex		30	70										armo	ring	amul	misl									0	0
Chilling	100	445	1		70		60				5	125	str		30	70										armo	ring	amul	misl									0	0
Burning	100	446	1	1	30		6				5	125	str		10	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Blazing	100	447	1	1	60		40				5	125	skilltab	7	1	2									lgld	weap	ring	amul	glov									0	0
Volcanic	100	448	1		70		60				5	125	red-mag		40	88										armo	ring	amul	misl									0	0
Sparking	100	449	1	1	30		6				5	125	swing1		14	24										weap	glov	ring	amul	misl	belt	lcha						0	0
Charged	100	450	1	1	60		40				5	125	skilltab	13	1	2									lgld	weap	ring	amul	glov									0	0
Powered	100	451	1	1	1		1				5	125	enr		5	11										weap	glov	ring	amul	misl	belt	lcha						0	0
Chilling	100	452	1	1	30		6				5	125	cast1		14	24										weap	glov	ring	amul	misl	belt	lcha						0	0
Freezing	100	453	1	1	60		40				5	125	skilltab	18	1	2									lgld	weap	ring	amul	glov									0	0
Glacial	100	454	1		70		60				5	125	red-dmg		40	88										armo	ring	amul	misl									0	0
Hexing	100	455	1		70		60				5	125	ac		250	525										armo	ring	amul	misl									0	0
Fungal	100	456	1		70		60				5	125	enr%		3	9										armo	ring	amul	misl									0	0
Graverobber's	100	457	1	1	1		1				5	125	red-mag		5	11										armo	shld	amul	ring	lcha	jewl							0	0
Hexing	100	458	1	1	60		40				5	125	dmg-cold		45	270										weap	ring	amul	glov									0	0
Blighting	100	459	1	1	1		1				5	125	swing1		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Accursed	100	460	1		70		60				5	125	enr		30	70										armo	ring	amul	misl									0	0
Fungal	100	461	1	1	30		6				5	125	reduce-ac		8	14										weap	glov	ring	amul	misl	belt	lcha						0	0
Noxious	100	462	1	1	60		40				5	125	dmg%		72	81									lgld	weap	ring	amul	glov									0	0
Venomous	100	463	1		70		60				5	125	dex%		3	9										armo	ring	amul	misl									0	0
Graverobber's	100	464	1		70		60				5	125	str%		3	9										armo	ring	amul	misl									0	0
Vodoun	100	465	1	1	60		40				5	125	res-ltng		9	14									lgld	armo	ring	amul	glov									0	0
Golemlord's	100	466	1		70		60				5	125	allskills		1	1										weap	ring	amul	misl	glov								0	0
Lion Branded	100	467	1		70		60				5	125	dmg-cold		300	1225										weap	ring	amul	misl	glov								0	0
Captain's	100	468	1		70		60				5	125	dmg-mag		300	1225										weap	ring	amul	misl	glov								0	0
Preserver's	100	469	1		70		60				5	125	dmg-ltng		300	1225										weap	ring	amul	misl	glov								0	0
Lion Branded	100	470	1	1	30		6				5	125	att%		20	48										weap	glov	ring	amul	misl	belt	lcha						0	0
Hawk Branded	100	471	1	1	60		40				5	125	skilltab	25	1	2									lgld	weap	ring	amul	glov									0	0
Rose Branded	100	472	1		70		60				5	125	dmg-fire		300	1225										weap	ring	amul	misl	glov								0	0
Captain's	100	473	1	1	30		6				5	125	mana-kill		10	24										weap	glov	ring	amul	misl	belt	lcha						0	0
Commander's	100	474	1	1	60		40				5	125	hp		135	180									lgld	weap	ring	amul	glov									0	0
Marshal's	100	475	1		70		60				5	125	cast1		25	53										weap	ring	amul	misl	glov								0	0
Preserver's	100	476	1	1	1		1				5	125	cast1		7	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Warder's	100	477	1	1	1		1				5	125	reduce-ac		4	7										weap	glov	ring	amul	misl	belt	lcha						0	0
Guardian's	100	478	1		70		60				5	125	lifesteal		4	12										weap	ring	amul	misl	glov								0	0
Expert's	100	479	1		70		60				5	125	manasteal		10	21										weap	ring	amul	misl	glov								0	0
Fanatic	100	480	1		70		60				5	125	swing1		25	53										weap	ring	amul	misl	glov								0	0
Sounding	100	481	1		70		60				5	125	dmg%		200	438										weap	ring	amul	misl	glov								0	0
Expert's	100	482	1	1	30		6				5	125	heal-kill		16	36										weap	glov	ring	amul	misl	belt	lcha						0	0
Veteran's	100	483	1	1	50		14				5	125	dmg-undead		270	432									lgld	weap	ring	amul	glov									0	0
Master's	100	484	1		70		60				5	125	dmg-max		50	105										weap	ring	amul	misl	glov								0	0
Fanatic	100	485	1	1	30		6				5	125	prop-dmgtoholy		20	29										weap	glov	ring	amul	misl	belt	lcha						0	0
Raging	100	486	1	1	50		18				5	125	mana-kill		45	65									lgld	weap	ring	amul	glov									0	0
Furious	100	487	1		70		60				5	125	dmg-min		50	105										weap	ring	amul	misl	glov								0	0
Sounding	100	488	1	1	30		6				5	125	prop-dmgtounholy		20	29										weap	glov	ring	amul	misl	belt	lcha						0	0
Resonant	100	489	1	1	60		40				5	125	mag%		5	9									lgld	weap	ring	amul	glov									0	0
Echoing	100	490	1		70		60				5	125	att		800	1575										weap	ring	amul	misl	glov								0	0
Trainer's	100	491	1		70		60				5	125	str		30	70										armo	ring	amul	misl									0	0
Spiritual	100	492	1		70		60				5	125	dex		30	70										armo	ring	amul	misl									0	0
Nature's	100	493	1		70		60				5	125	skilltab	30	3	3										weap	ring	amul	misl									0	0
Trainer's	100	494	1	1	30		6				5	125	mana		10	19										weap	glov	ring	amul	misl	belt	lcha						0	0
Caretaker's	100	495	1	1	60		40				5	125	dru		1	1									lgld	weap	ring	amul	glov									0	0
Keeper's	100	496	1		70		60				5	125	skilltab	29	3	3										weap	ring	amul	misl									0	0
Spiritual	100	497	1	1	30		6				5	125	hp		10	19										weap	glov	ring	amul	misl	belt	lcha						0	0
Feral	100	498	1	1	60		40				5	125	mana		270	360									lgld	weap	ring	amul	glov									0	0
Communal	100	499	1		70		60				5	125	skilltab	28	3	3										weap	ring	amul	misl									0	0
Nature's	100	500	1	1	30		6				5	125	regen		200	360										weap	glov	ring	amul	misl	belt	lcha						0	0
Terra's	100	501	1	1	60		40				5	125	skilltab	12	1	2									lgld	weap	ring	amul	glov									0	0
Gaea's	100	502	1		70		60				5	125	skilltab	27	3	3										weap	ring	amul	misl									0	0
Entrapping	100	503	1		70		60				5	125	skilltab	26	3	3										weap	ring	amul	misl									0	0
Mentalist's	100	504	1		70		60				5	125	skilltab	25	3	3										weap	ring	amul	misl									0	0
Shogukusha's	100	505	1		70		60				5	125	skilltab	24	3	3										weap	ring	amul	misl									0	0
Entrapping	100	506	1	1	30		6				5	125	gold%		14	22										weap	glov	ring	amul	misl	belt	lcha						0	0
Trickster's	100	507	1	1	60		40				5	125	hp		135	180									lgld	weap	ring	amul	glov									0	0
Cunning	100	508	1		70		60				5	125	skilltab	23	3	3										weap	ring	amul	misl									0	0
Mentalist's	100	509	1	1	30		6				5	125	mag%		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Psychic	100	510	1	1	60		40				5	125	mana		270	360									dgld	weap	ring	amul	glov									0	0
Shadow	100	511	1		70		60				5	125	skilltab	22	3	3										weap	ring	amul	misl									0	0
Shogukusha's	100	512	1	1	30		6				5	125	regen-mana		12	19										weap	glov	ring	amul	misl	belt	lcha						0	0
Sensei's	100	513	1	1	60		40				5	125	mana		270	360									lgld	weap	ring	amul	glov									0	0
Kenshi's	100	514	1		70		60				5	125	skilltab	21	3	3										weap	ring	amul	misl									0	0
Miocene	100	515	1	1	1		1				5	101	dmg-fire		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Miocene	100	516	1	1	1		1				5	101	att%		10	24										weap	glov	ring	amul	misl	belt	lcha						0	0
Oligocene	100	517	1	1	15		6				5	101	att%		13	31										weap	glov	ring	amul	misl	belt	lcha						0	0
Oligocene	100	518	1	1	15		6				5	101	swing1		9	16										weap	glov	ring	amul	misl	belt	lcha						0	0
Eocene	100	519	1	1	30		6				5	101	dmg-cold		20	120										weap	glov	ring	amul	misl	belt	lcha						0	0
Eocene	100	520	1	1	30		6				5	101	lifesteal		2	2										weap	glov	ring	amul	misl	belt	lcha						0	0
Paleocene	100	521	1	1	45		14				5	101	balance1		9	17										armo	shld	amul	ring	lcha	jewl							0	0
Paleocene	100	522	1	1	45		18				5	101	ac		69	110										armo	shld	amul	ring	lcha	jewl							0	0
Knave's	100	523	1	1	1		1				5	111	dmg-mag		10	60										weap	glov	ring	amul	misl	belt	lcha						0	0
Jack's	100	524	1	1	15		6				5	111	regen		130	234										weap	glov	ring	amul	misl	belt	lcha						0	0
Jester's	100	525	1	1	30		6				5	111	all-stats		6	7										weap	glov	ring	amul	misl	belt	lcha						0	0
Joker's	100	526	1	1	52		25				5	111	res-fire		4	8										mcha												0	0
Trump	100	527	1		70		60				5	125	skilltab	20	3	3										weap	ring	amul	misl									0	0
Loud	100	528	1	1	1		1				5	105	dmg-min		8	10	dmg-max		11	11						weap	glov	ring	amul	misl	belt	lcha						0	0
Calling	100	529	1	1	15		6				5	105	gold%		9	14										weap	glov	ring	amul	misl	belt	lcha						0	0
Yelling	100	530	1	1	30		6				5	105	regen-mana		12	19										scha	mcha	jewl										0	0
Shouting	100	531	1	1	52		25				5	105	res-cold		4	8									cgrn	mcha												0	0
Gritty	100	532	1		70		60				5	125	skilltab	19	3	3										weap	ring	amul	misl									0	0
Paradox	100	533	1	1	1		1				5	101	mana-kill		5	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Paradox	100	534	1	1	37		6				5	105	dmg-min		18	22	dmg-max		25	25						weap	glov	ring	amul	misl	belt	lcha						0	0
Robineye	100	535	1	1	1		1				5	111	heal-kill		8	18										weap	glov	ring	amul	misl	belt	lcha						0	0
Sparroweye	100	536	1	1	15		6				5	111	regen-mana		8	12										weap	glov	ring	amul	misl	belt	lcha						0	0
Falconeye	100	537	1	1	15		6				5	111	manasteal		1	1										weap	glov	ring	amul	misl	belt	lcha						0	0
Hawkeye	100	538	1		26		6				5	111	hp		35	54	mana		23	27						scha	mcha	jewl				mace						0	0
Eagleeye	100	539	1	1	38		6				5	111	regen		230	414										weap	glov	ring	amul	misl	belt	lcha						0	0
Visionary	100	540	1	1	19		6				5	111	ac		39	62										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Mnemonic	100	541	1	1	19		6				5	115	regen		130	234										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Snowflake	100	542	1	1	19		6				5	137	move1		5	8										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Shivering	100	543	1		26		6				5	137	extra-fire		5	10	dmg-fire		23	45						scha	mcha	jewl				mace						0	0
Boreal	100	544	1	1	38		6				5	137	gold%		16	25										weap	glov	ring	amul	misl	belt	lcha						0	0
Hibernal	100	545	1	1	1		1				5	137	prop-dmgtoholy		10	14										weap	glov	ring	amul	misl	belt	lcha						0	0
Ember	100	546	1	1	19		6				5	138	res-ltng		12	20										armo	shld	amul	ring	lcha	jewl	jewl						0	0
Smoldering	100	547	1		26		6				5	138	light		12	17										scha	mcha	jewl				mace						0	0
Smoking	100	548	1	1	35		6				5	138	ac		60	96										armo	shld	amul	ring	lcha	jewl	mace						0	0
Flaming	100	549	1	1	46		14				5	138	str		12	36										jewl	glov	ring	amul	weap								0	0
